date,score
2023-11-01,39.723544511362775
2023-12-01,33.95161104575089
2024-01-01,36.66947762067001
2024-02-01,54.70803489164059
2024-03-01,50.900686649393236
2024-04-01,39.69403161625177
2024-05-01,45.540133593696275
2024-06-01,32.727468257575104
2024-07-01,34.651863196809764
2024-08-01,61.11952262923054
2024-09-01,50.96379191429984
2024-10-01,52.34330563517248
2024-11-01,39.80672420204988
2024-12-01,27.44449142677179
2025-01-01,30.278441532935386
2025-02-01,41.40873291524066
2025-03-01,50.8768934213344
2025-04-01,76.50061809618403
2025-05-01,71.59874613932314
2025-06-01,33.176580658863855
2025-07-01,27.27617483206604
2025-08-01,29.356623280654258
2025-09-01,36.4843005304261
2025-10-01,37.620984414343575
2025-11-01,39.15413805786261
2025-12-01,40.87705042988098
