date,score
2023-11-01,39.723544511362775
2023-12-01,33.95161104575089
2024-01-01,36.66947762067001
2024-02-01,54.70803489164059
2024-03-01,50.900686649393236
2024-04-01,39.694030290100294
2024-05-01,45.54013091428561
2024-06-01,32.72745088967378
2024-07-01,34.651857737522484
2024-08-01,61.119524596368876
2024-09-01,50.9637894852391
2024-10-01,52.34331098973238
2024-11-01,39.806736708680205
2024-12-01,27.444485293030084
2025-01-01,30.278423195835654
2025-02-01,41.408731261145384
2025-03-01,50.87689029133766
2025-04-01,76.5006293422625
2025-05-01,71.5987506832557
2025-06-01,33.17658532837889
2025-07-01,27.276171999896505
2025-08-01,29.356620780724985
2025-09-01,36.4843005304261
2025-10-01,37.62098437326201
2025-11-01,39.15413805786261
2025-12-01,40.87704781649617
