date,score
2023-01-01,57.16462250161002
2023-02-01,54.46476309329415
2023-03-01,66.02922421011166
2023-04-01,62.41032468225842
2023-05-01,62.836652259397916
2023-06-01,64.03675991010003
2023-07-01,62.6150888704159
2023-08-01,61.16377453018177
2023-09-01,65.61614891857033
2023-10-01,68.18703287818187
2023-11-01,73.78996945638664
2023-12-01,71.065679749218
2024-01-01,64.9526318727093
2024-02-01,66.75361116083691
2024-03-01,67.28352823940655
2024-04-01,64.72972181113961
2024-05-01,69.19033507265509
2024-06-01,67.15718253134037
2024-07-01,66.64667026487598
2024-08-01,66.45535887514158
2024-09-01,63.71695793497808
2024-10-01,63.90961264672398
2024-11-01,60.899621545322645
2024-12-01,59.115798272539436
2025-01-01,61.79685419899519
2025-02-01,57.86130062216179
2025-03-01,55.28751538291863
2025-04-01,53.006346992845344
2025-05-01,53.98566839147281
2025-06-01,54.6114482697445
2025-07-01,54.225664334764275
2025-08-01,52.30046298510036
2025-09-01,53.5703668937646
2025-10-01,53.38100679613288
2025-11-01,52.144691696628875
2025-12-01,54.74406867815232
