date,ticker,action,shares,market_price,executed_price,total
2016-02-01,ATO,sell,14.0,54.1051139831543,53.526721668082374,749.3741033531533
2016-02-01,ED,sell,16.0,49.12630844116211,48.47866507258383,775.6586411613413
2016-02-01,HRL,sell,18.0,31.857507705688477,31.083561171921044,559.5041010945788
2016-02-01,MO,sell,19.0,31.256717681884766,30.416625305425086,577.9158808030767
2016-02-01,OGS,sell,21.0,42.370975494384766,42.23815606231055,887.0012773085216
2016-02-01,D,sell,13.0,45.5651741027832,45.52635129193956,591.8425667952143
2016-02-01,HSY,sell,7.0,70.4068374633789,69.59046708994926,487.1332696296448
2016-02-01,SJM,sell,7.0,95.45748138427734,94.83222826473657,663.825597853156
2016-02-01,MU,buy,39.0,10.69363784790039,11.256106886022932,438.98816855489434
2016-02-01,NFLX,buy,22.0,9.409000396728516,10.277720958254786,226.1098610816053
2016-02-01,TGTX,buy,70.0,8.4399995803833,9.312411411552944,651.8687988087061
2016-02-01,WEC,buy,33.85756906704367,40.5874137878418,41.28943721784395,1397.959972342515
2016-02-01,WMT,buy,172.0,18.75295066833496,19.58491306380415,3368.605046974314
2016-02-01,EVRG,buy,44.592142368418,30.964323043823242,31.60192523075858,1409.1975490060877
2016-04-01,ATO,sell,59.0,59.17123031616211,58.281475411390936,3438.607049272065
2016-04-01,ED,sell,65.0,54.213096618652344,53.62251258834926,3485.463318242702
2016-04-01,HRL,sell,101.0,34.11028289794922,33.39951023779104,3373.3505340168954
2016-04-01,MO,sell,103.0,32.63678741455078,32.63418641140471,3361.3212003746853
2016-04-01,OGS,sell,76.0,45.80167007446289,45.25972384819282,3439.7390124626545
2016-04-01,D,sell,70.0,49.44260787963867,49.182131379107524,3442.7491965375266
2016-04-01,HSY,sell,45.0,74.31371307373047,74.2907930800581,3343.085688602614
2016-04-01,SJM,sell,33.0,98.48162078857422,97.51253652870496,3217.9137054472635
2016-04-01,WEC,sell,79.0,43.77257537841797,43.012733574403214,3398.005952377854
2016-04-01,WMT,sell,172.0,19.328384399414062,19.313707334126928,3321.9576614698317
2016-04-01,EVRG,sell,44.592142368418,35.52076721191406,34.93085636719273,1557.6417201766187
2016-04-01,NVDA,buy,5815.0,0.8850042223930359,1.854463746838666,10783.706687866843
2016-04-01,LRCX,buy,757.0,7.230238437652588,7.563107216139789,5725.272162617821
2016-04-01,MU,buy,533.0,10.76193618774414,11.641671464990608,6205.010890839994
2016-04-01,ADBE,buy,56.0,95.16000366210938,95.25282779117144,5334.158356305601
2016-04-01,MSFT,buy,111.0,49.00702667236328,49.74543171181389,5521.742920011342
2016-04-01,GOOG,buy,47.95241811345896,37.216373443603516,37.7445829125165,1809.9440213391097
2016-04-01,META,buy,1.9686400726860185e-15,115.25489807128906,115.49783964978562,2.2737367544323206e-13
2016-05-01,NVDA,sell,1177.0,0.8698258996009827,0.5472839901951649,644.1532564597092
2016-05-01,LRCX,sell,65.0,6.660921573638916,6.007756512182635,390.50417329187127
2016-05-01,MU,sell,86.0,10.488740921020508,9.519124334523404,818.6446927690127
2016-05-01,ADBE,sell,11.0,94.22000122070312,93.27149037417753,1025.9863941159529
2016-05-01,MSFT,sell,4.0,43.9802131652832,43.34504368048898,173.3801747219559
2016-05-01,GOOG,buy,77.04758188654104,34.392547607421875,34.66994840280244,2671.235688567074
2016-05-01,META,buy,3.2609244113836002,116.76437377929688,116.9708201330515,381.43300279142795
2016-06-01,NVDA,sell,1715.0,1.1489523649215698,0.4071917342750422,698.3338242816974
2016-06-01,LRCX,sell,2.0,7.247674942016602,6.807334167655442,13.614668335310885
2016-06-01,MU,sell,83.0,12.771871566772461,12.592067370572915,1045.1415917575519
2016-06-01,ADBE,buy,2.0,100.04000091552734,100.60867297363822,201.21734594727644
2016-06-01,MSFT,buy,3.0,46.934268951416016,47.57816279676832,142.73448839030496
2016-06-01,GOOG,buy,5.0,36.43423843383789,36.631080282036606,183.15540141018303
2016-06-01,META,buy,10.367105476826275,117.95603942871094,118.64284118418513,1229.9828486267957
2016-07-01,NVDA,sell,410.0,1.1452703475952148,0.9784210765980367,401.152641405195
2016-07-01,LRCX,sell,71.0,7.260811805725098,6.839930555224174,485.63506942091635
2016-07-01,MU,sell,7.0,12.196208953857422,12.180228875080187,85.26160212556131
2016-07-01,MSFT,sell,4.0,45.433441162109375,45.297603031967654,181.19041212787062
2016-07-01,GOOG,sell,2.0,34.70023727416992,34.42976292268155,68.8595258453631
2016-07-01,META,buy,10.76004581047339,113.39788055419922,113.577513743981,1222.0992509249065
2016-08-01,NVDA,sell,819.0,1.3924387693405151,0.8771365380541299,718.3748246663324
2016-08-01,LRCX,sell,11.0,7.944192409515381,7.31938521423168,80.51323735654847
2016-08-01,MU,sell,1.0,13.230449676513672,13.188469770552176,13.188469770552176
2016-08-01,MSFT,sell,3.0,50.24674987792969,50.06130271813473,150.1839081544042
2016-08-01,GOOG,sell,4.0,38.3563232421875,38.14791036555295,152.5916414622118
2016-08-01,ADBE,buy,4.0,97.72000122070312,97.94227996942563,391.7691198777025
2016-08-01,META,buy,5.810684232692106,123.44768524169922,124.44024362296837,723.0829615323466
2016-09-01,NVDA,sell,356.0,1.5528743267059326,0.9654093931507662,343.68574396167276
2016-09-01,MU,sell,94.0,16.2355899810791,16.068550313006963,1510.4437294226545
2016-09-01,LRCX,buy,15.0,8.280193328857422,8.346898350137081,125.20347525205622
2016-09-01,ADBE,buy,1.0,102.9000015258789,102.9558941063328,102.9558941063328
2016-09-01,MSFT,buy,5.0,51.46247100830078,52.011147240380005,260.0557362019
2016-09-01,GOOG,buy,13.0,38.15285110473633,39.058476637087516,507.7601962821377
2016-09-01,META,buy,6.803659121405193,125.2947769165039,126.13127086894117,858.1541715419007
2016-10-01,NVDA,sell,306.0,1.6849243640899658,0.7907150447979301,241.9588037081666
2016-10-01,MU,sell,20.0,17.347896575927734,16.909444221876726,338.1888844375345
2016-10-01,ADBE,sell,2.0,108.54000091552734,108.11385054091042,216.22770108182084
2016-10-01,LRCX,buy,34.0,8.314549446105957,8.901052005827836,302.6357681981464
2016-10-01,MSFT,buy,6.0,51.471397399902344,51.50424720293793,309.0254832176276
2016-10-01,GOOG,buy,4.0,38.57517623901367,39.21695204502608,156.86780818010433
2016-10-01,META,buy,0.21846758953407153,127.38021850585938,127.46206286722811,27.846329631643613
2016-11-01,NVDA,sell,2450.0,1.697956919670105,1.067004227550532,2614.1603574988035
2016-11-01,LRCX,sell,501.0,8.432186126708984,7.991307144916824,4003.644879603329
2016-11-01,MU,sell,210.0,16.567331314086914,16.223777827981273,3406.9933438760672
2016-11-01,ADBE,sell,34.0,106.87000274658203,106.0922787337008,3607.137476945827
2016-11-01,MSFT,sell,77.0,53.43732833862305,52.5884220174048,4049.30849534017
2016-11-01,GOOG,sell,90.0,38.88882827758789,38.733987458636875,3486.0588712773188
2016-11-01,META,sell,24.22088664231464,128.60166931152344,127.67538248975558,3092.4109662985334
2016-11-01,NFLX,buy,96.0,12.329999923706055,12.927489080294102,1241.0389517082338
2016-11-01,BX,buy,137.0,16.489885330200195,16.66120705669473,2282.585366767178
2016-11-01,ALSN,buy,57.0,24.97856330871582,25.283318747328313,1441.149168597714
2016-11-01,TGTX,buy,560.0,5.599999904632568,6.331826209406005,3545.822677267363
2016-11-01,MA,buy,15.0,99.48614501953125,100.10779672251634,1501.6169508377452
2016-11-01,ATO,buy,42.0,57.758399963378906,57.9012803002634,2431.853772611063
2016-11-01,ED,buy,46.0,53.066558837890625,53.46371501497049,2459.3308906886423
2016-11-01,HRL,buy,81.0,29.953203201293945,30.505468147681402,2470.9429199621936
2016-11-01,MO,buy,70.0,34.50678634643555,35.45052227986089,2481.536559590262
2016-11-01,OGS,buy,54.0,44.680809020996094,45.10160511875782,2435.486676412922
2016-11-01,D,buy,38.812634494342255,49.77531433105469,50.714167745651636,1968.350456396738
2016-12-01,ATO,sell,42.0,56.673828125,56.225701751553686,2361.479473565255
2016-12-01,ED,sell,46.0,50.262115478515625,50.061344123173214,2302.821829665968
2016-12-01,HRL,sell,81.0,26.157981872558594,25.72857235433048,2084.014360700769
2016-12-01,MO,sell,70.0,33.14189529418945,32.50366171526534,2275.2563200685736
2016-12-01,OGS,sell,54.0,45.222679138183594,44.30870727717483,2392.670192967441
2016-12-01,D,sell,38.812634494342255,49.08363342285156,48.98370172842964,1901.1865113654205
2016-12-01,NVDA,buy,1033.0,2.1583166122436523,2.33776930619322,2414.915693297596
2016-12-01,LRCX,buy,430.0,8.654295921325684,8.743367463604997,3759.6480093501486
2016-12-01,MU,buy,179.0,18.030874252319336,18.19084069365006,3256.1604841633607
2016-12-01,ADBE,buy,38.88344100088986,99.51000213623047,99.95783298688441,3886.7045015223225
2017-01-01,NVDA,sell,595.0,2.6286933422088623,2.5522364667394584,1518.5806977099778
2017-01-01,LRCX,sell,17.0,9.322295188903809,8.822631666105675,149.98473832379648
2017-01-01,MU,sell,56.0,21.38727569580078,20.766259436094003,1162.9105284212642
2017-01-01,ADBE,buy,3.11655899911014,102.94999694824219,103.59535993359492,322.8610512670993
2017-01-01,MSFT,buy,44.3653565965974,55.903472900390625,56.54445508007789,2508.614913187939
2017-02-01,LRCX,sell,30.0,10.381223678588867,9.416481965624653,282.4944589687396
2017-02-01,MU,sell,19.0,24.14849853515625,23.948369749346135,455.01902523757656
2017-02-01,ADBE,sell,1.0,113.36000061035156,112.98752804002683,112.98752804002683
2017-02-01,NVDA,buy,62.0,2.8062543869018555,3.4301319045764815,212.66817808374185
2017-02-01,MSFT,buy,11.05620201589957,57.198944091796875,57.690048829186935,637.8328341626012
2017-04-01,NVDA,sell,232.0,2.6860132217407227,2.4901663143953563,577.7185849397226
2017-04-01,LRCX,sell,194.0,11.360697746276855,10.703853048669503,2076.5474914418837
2017-04-01,MU,sell,104.0,28.1976375579834,27.32125328923297,2841.410342080229
2017-04-01,ADBE,sell,20.0,130.1300048828125,129.7208520347741,2594.4170406954822
2017-04-01,MSFT,sell,0.42155861249696613,59.60932922363281,58.73884297447399,24.761865143996424
2017-04-01,TGTX,sell,168.0,11.649999618530273,11.126673601952167,1869.281165127964
2017-04-01,GOOG,buy,80.0,41.16922378540039,42.10992534403891,3368.794027523113
2017-04-01,META,buy,22.0,141.06460571289062,142.06332909991323,3125.393240198091
2017-04-01,NFLX,buy,174.0,14.781000137329102,15.000186078928168,2610.032377733501
2017-04-01,BX,buy,41.48097386342718,20.295429229736328,21.21254064264807,879.9168439745714
2017-08-01,NVDA,sell,175.0,4.060290813446045,3.994808585194254,699.0915024089944
2017-08-01,LRCX,buy,47.15813573121104,13.975852966308594,14.824409225878474,699.0915024089943
2017-09-01,NVDA,sell,12.0,4.211359024047852,3.7942673705852394,45.53120844702288
2017-09-01,LRCX,buy,3.0264471608547363,14.8101806640625,15.044441890789148,45.53120844702288
2017-10-01,NVDA,sell,23.0,4.416666507720947,4.070576290932676,93.62325469145155
2017-10-01,MA,sell,49.0,134.62246704101562,133.64961592503556,6548.8311803267425
2017-10-01,LRCX,buy,16.815417107934195,16.467397689819336,17.438140245146293,293.2296018087888
2017-10-01,MU,buy,50.0,38.37416458129883,39.05221461022726,1952.610730511363
2017-10-01,ADBE,buy,26.0,149.17999267578125,149.69708408199924,3892.12418613198
2017-10-01,MSFT,buy,7.3514963718200965,68.16799926757812,68.62411284046648,504.4899165660622
2017-11-01,NVDA,sell,246.0,5.119051456451416,4.596231718491063,1130.6730027488013
2017-11-01,LRCX,sell,14.0,18.058612823486328,17.346716295167578,242.8540281323461
2017-11-01,MU,sell,17.0,43.301429748535156,43.018760981846235,731.3189366913859
2017-11-01,ADBE,sell,8.0,176.25,175.64152730516545,1405.1322184413236
2017-11-01,MSFT,buy,42.648503628179895,76.12045288085938,76.21904334640983,3250.6281466957603
2017-11-01,GOOG,buy,5.01549123377617,50.89329528808594,51.709798149289576,259.35003931809706
2017-12-01,ADBE,sell,5.0,179.52000427246094,179.49925677309227,897.4962838654614
2017-12-01,MSFT,sell,10.0,77.49605560302734,76.85835092827135,768.5835092827135
2017-12-01,NVDA,buy,53.0,4.8872456550598145,5.67322327786426,300.68083372680576
2017-12-01,LRCX,buy,46.0,16.71391487121582,17.16342811944298,789.5176934943771
2017-12-01,MU,buy,10.0,40.969512939453125,41.216575894131374,412.16575894131375
2017-12-01,GOOG,buy,3.264713439681343,50.13249588012695,50.14697614675113,163.71550698567813
2018-01-01,NVDA,sell,633.0,4.783904075622559,4.632209216011922,2932.1884337355464
2018-01-01,LRCX,sell,188.0,16.42652130126953,16.070973493820098,3021.3430168381783
2018-01-01,MU,sell,73.0,40.12064743041992,39.89860133534655,2912.597897480298
2018-01-01,ADBE,sell,15.0,175.24000549316406,174.89715992033032,2623.4573988049547
2018-01-01,MSFT,sell,42.0,78.67329406738281,77.80555330060793,3267.833238625533
2018-01-01,GOOG,sell,1.2802046734575185,51.930511474609375,51.54402670532967,65.98690387698218
2018-01-01,META,buy,3.0,175.23593139648438,175.8251043808051,527.4753131424153
2018-01-01,NFLX,buy,2.0,19.195999145507812,19.390546956622757,38.78109391324551
2018-01-01,BX,buy,137.51902613657285,23.166831970214844,23.90192797626604,3286.9698580826116
2018-01-01,TTD,buy,2003.2425770456398,4.572999954223633,5.47621179278344,10970.180624223221
2018-02-01,NVDA,sell,286.0,5.94588565826416,5.019021973790436,1435.4402845040647
2018-02-01,ADBE,sell,2.0,199.3800048828125,198.68287417287448,397.36574834574895
2018-02-01,NFLX,sell,113.0,26.506999969482422,26.468827618331062,2990.97752087141
2018-02-01,BX,sell,7.0,26.29963493347168,25.924007860684128,181.4680550247889
2018-02-01,LRCX,buy,72.0,16.876300811767578,17.039008967620276,1226.80864566866
2018-02-01,MU,buy,27.0,41.45736312866211,42.18269043475649,1138.9326417384252
2018-02-01,MSFT,buy,2.0,86.69328308105469,86.90354028428492,173.80708056856983
2018-02-01,GOOG,buy,1.0,57.95035934448242,58.56933260865158,58.56933260865158
2018-02-01,META,buy,2.0,191.7505645751953,192.72610435293794,385.4522087058759
2018-02-01,TTD,buy,400.3026681748481,4.583000183105469,5.050382773298876,2021.6816994558294
2018-04-01,NVDA,sell,528.0,5.729160308837891,4.876834994968993,2574.9688773436283
2018-04-01,LRCX,sell,261.0,18.17586326599121,17.51120910775915,4570.425577125138
2018-04-01,MU,sell,133.0,50.872825622558594,50.09881313044925,6663.14214634975
2018-04-01,ADBE,sell,20.0,216.0800018310547,215.49858320920467,4309.971664184093
2018-04-01,MSFT,sell,35.0,84.33763122558594,83.82817641293028,2933.9861744525597
2018-04-01,GOOG,sell,30.0,51.20545196533203,50.32541174675286,1509.762352402586
2018-04-01,META,sell,5.0,158.68154907226562,158.66033683214732,793.3016841607366
2018-04-01,NFLX,sell,151.0,29.53499984741211,28.97046186723449,4374.539741952408
2018-04-01,BX,sell,74.0,23.710704803466797,23.592166635125373,1745.8203309992775
2018-04-01,TGTX,sell,65.0,14.199999809265137,13.755977731498334,894.1385525473917
2018-04-01,TTD,sell,448.54524522048814,4.961999893188477,4.598522805142314,2062.645539284566
2018-04-01,ALSN,buy,75.0,34.54938888549805,35.10586928496913,2632.940196372685
2018-04-01,ATO,buy,66.0,69.98114013671875,70.15839985197182,4630.45439023014
2018-04-01,CMS,buy,128.0,36.011268615722656,36.64002749520651,4689.923519386433
2018-04-01,NEM,buy,148.0,31.104413986206055,31.170223872071208,4613.193133066538
2018-04-01,ED,buy,78.0,58.89339065551758,59.66415092276565,4653.80377197572
2018-04-01,NEE,buy,137.0,33.70668029785156,33.91112104147647,4645.8235826822765
2018-04-01,AEM,buy,128.0,35.84602355957031,36.334912122828506,4650.868751722049
2018-04-01,HRL,buy,68.45820758200986,27.676382064819336,27.983427598091534,1915.695295366294
2018-05-01,ATO,sell,66.0,72.13276672363281,71.41022113232482,4713.074594733438
2018-05-01,CMS,sell,128.0,37.41067886352539,36.50848967963008,4673.08667899265
2018-05-01,NEM,sell,148.0,31.223834991455078,30.693296124210587,4542.607826383167
2018-05-01,ED,sell,78.0,60.41220474243164,59.96113048056574,4676.968177484128
2018-05-01,NEE,sell,137.0,33.68397521972656,32.90978468360241,4508.64050165353
2018-05-01,AEM,sell,128.0,35.97383499145508,35.86324633456806,4590.495530824712
2018-05-01,HRL,sell,68.45820758200986,29.284841537475586,28.4998102978189,1951.0459294159887
2018-05-01,NVDA,buy,1400.0,5.619076251983643,6.013278087783707,8418.589322897189
2018-05-01,LRCX,buy,491.0,17.033382415771484,17.28458917028887,8486.733282611836
2018-05-01,MU,buy,186.0,45.65285110473633,46.58408289406979,8664.63941829698
2018-05-01,ADBE,buy,18.163896959179564,224.0800018310547,224.94937209036917,4085.957215681609
2018-06-01,NVDA,sell,681.0,6.3770432472229,6.3145734310883554,4300.22450657117
2018-06-01,LRCX,sell,165.0,18.132915496826172,17.191719644287033,2836.6337413073607
2018-06-01,MU,sell,111.0,57.312442779541016,56.514510067113456,6273.1106174495935
2018-06-01,ADBE,sell,4.163896959179567,251.30999755859375,250.67931910505231,1043.8028545507318
2018-06-01,TTD,sell,265.0,8.663999557495117,8.391662473878057,2223.790555577685
2018-06-01,MSFT,buy,46.0,93.53822326660156,93.68230973720465,4309.386247911414
2018-06-01,GOOG,buy,74.0,55.55830764770508,55.95226589267236,4140.467676057755
2018-06-01,META,buy,15.0,192.6443328857422,193.06726156430875,2896.008923464631
2018-06-01,NFLX,buy,78.0,35.99300003051758,36.03583497966923,2810.7951284142
2018-06-01,BX,buy,100.87370083956615,24.26970672607422,24.99069904868361,2520.904299608541
2018-08-01,MSFT,sell,12.0,98.63323211669922,98.52286233106958,1182.274347972835
2018-08-01,GOOG,sell,27.0,60.54639434814453,60.28551434820952,1627.708887401657
2018-08-01,TTD,sell,40.0,8.684000015258789,7.854139621825143,314.16558487300574
2018-08-01,NVDA,buy,62.0,6.101038932800293,7.053382929117092,437.30974160525966
2018-08-01,LRCX,buy,57.0,16.75666618347168,17.71908119110601,1009.9876278930426
2018-08-01,MU,buy,29.0,51.01919174194336,51.42196570398119,1491.2370054154546
2018-08-01,META,buy,1.0887040028778459,170.4592742919922,170.4911939729194,185.61444533374063
2018-09-01,NVDA,sell,114.0,6.951663017272949,6.551628186513033,746.8856132624857
2018-09-01,TTD,sell,547.0,14.187999725341797,13.3966858872855,7327.987180345169
2018-09-01,LRCX,buy,179.0,15.56933879852295,16.189359272415636,2897.895309762399
2018-09-01,MU,buy,28.0,51.24359893798828,51.442464413906954,1440.3890035893946
2018-09-01,ADBE,buy,2.0,263.510009765625,263.71075444209515,527.4215088841903
2018-09-01,MSFT,buy,4.0,104.64912414550781,104.65597228139528,418.6238891255811
2018-09-01,GOOG,buy,23.0,60.4560661315918,60.559256817373694,1392.8629067995948
2018-09-01,META,buy,7.992932656631849,174.510986328125,174.8645003641836,1397.680175446495
2018-11-01,NVDA,sell,1951.0,5.401978492736816,5.125354285832997,9999.566211660178
2018-11-01,LRCX,sell,910.0,13.754590034484863,12.939314797031038,11774.776465298244
2018-11-01,MU,sell,253.0,39.144962310791016,38.48001724161586,9735.444362128814
2018-11-01,ADBE,sell,51.0,245.27999877929688,244.67630914405095,12478.491766346599
2018-11-01,MSFT,sell,127.0,98.67741394042969,98.64064317497494,12527.361683221818
2018-11-01,GOOG,sell,197.0,53.10173034667969,52.621885781624464,10366.511498980019
2018-11-01,META,sell,63.0816366595097,150.6973114013672,150.60393545491462,9500.342735859174
2018-11-01,NFLX,sell,302.0,31.738000869750977,30.77902154622678,9295.264506960488
2018-11-01,ALSN,sell,199.0,40.63041305541992,40.26758720889834,8013.2498545707695
2018-11-01,BX,sell,382.87370083956614,26.14692497253418,26.01654443213212,9961.050649787434
2018-11-01,TGTX,sell,10.0,4.929999828338623,4.577508986216874,45.77508986216874
2018-11-01,TTD,sell,841.0,12.65999984741211,12.321123025145365,10362.064464147252
2018-11-01,ATO,buy,121.0,78.0605697631836,78.16033365978117,9457.400372833523
2018-11-01,CMS,buy,240.0,39.5279426574707,40.320967469706154,9677.032192729477
2018-11-01,NEM,buy,368.0,25.738252639770508,26.140931764182014,9619.86288921898
2018-11-01,ED,buy,162.0,58.21266174316406,58.73050491045157,9514.341795493154
2018-11-01,NEE,buy,266.0,35.65330123901367,36.10748878290033,9604.592016251489
2018-11-01,AEM,buy,298.0,31.74346160888672,32.16178712242292,9584.212562482031
2018-11-01,HRL,buy,266.0,35.583946228027344,36.26864080894352,9647.458455178978
2018-11-01,XEL,buy,243.0,38.929649353027344,39.69223645209208,9645.213457858375
2018-11-01,SO,buy,282.0,33.627620697021484,34.467402665762904,9719.80755174514
2018-11-01,MO,buy,260.0,36.36057662963867,36.80844852025931,9570.196615267421
2018-11-01,HSY,buy,104.0,90.6187515258789,91.16373786679856,9481.02873814705
2018-11-01,SJM,buy,97.45049626275495,86.77676391601562,87.62143825921981,8538.752641617315
2018-12-01,ATO,sell,64.0,80.78752899169922,80.28065900065201,5137.9621760417285
2018-12-01,CMS,sell,130.0,42.35775375366211,41.370572105843706,5378.174373759682
2018-12-01,NEM,sell,188.0,25.963043212890625,25.58804757453185,4810.552944011988
2018-12-01,ED,sell,88.0,62.40786361694336,61.80867597196322,5439.163485532763
2018-12-01,NEE,sell,144.0,38.242523193359375,37.88748969273005,5455.7985157531275
2018-12-01,AEM,sell,143.0,30.18343162536621,30.019511092860846,4292.790086279101
2018-12-01,HRL,sell,140.0,36.910057067871094,36.743483509002864,5144.087691260401
2018-12-01,XEL,sell,132.0,42.12627410888672,41.89107527042921,5529.621935696656
2018-12-01,SO,sell,152.0,35.904144287109375,34.9806915627558,5317.065117538882
2018-12-01,MO,sell,111.0,31.312246322631836,30.886951824369223,3428.451652504984
2018-12-01,HSY,sell,54.0,92.04254150390625,91.48458293662506,4940.167478577753
2018-12-01,SJM,sell,41.45049626275495,83.26226043701172,82.99851413026201,3440.3295997706396
2018-12-01,NVDA,buy,2155.0,4.051756381988525,4.246491360847236,9151.188882625795
2018-12-01,LRCX,buy,535.0,14.216522216796875,15.177648240103489,8120.041808455367
2018-12-01,MU,buy,202.0,37.62287521362305,38.06581396070416,7689.2944200622405
2018-12-01,ADBE,buy,28.0,250.88999938964844,250.91193523490674,7025.534186577389
2018-12-01,MSFT,buy,67.0,103.75387573242188,104.23961218610827,6984.054016469255
2018-12-01,GOOG,buy,118.0,54.31413650512695,54.645682144377716,6448.190493036571
2018-12-01,META,buy,48.0,139.63461303710938,139.75373437275204,6708.179249892098
2018-12-01,NFLX,buy,212.1281225343078,28.613000869750977,29.169550579547685,6187.681999608981
2019-01-01,NVDA,sell,1819.0,3.309732675552368,3.021150129742925,5495.47208600238
2019-01-01,LRCX,sell,538.0,12.41832160949707,11.75619748543278,6324.834247162836
2019-01-01,MU,sell,189.0,30.958866119384766,30.61478842420472,5786.195012174691
2019-01-01,ADBE,sell,28.0,226.24000549316406,225.586778356386,6316.4297939788075
2019-01-01,MSFT,sell,69.0,95.0336685180664,94.30286471947751,6506.897665643948
2019-01-01,GOOG,sell,123.0,51.3950309753418,51.05764459892688,6280.090285668006
2019-01-01,META,sell,48.0,130.18064880371094,129.27190074432423,6205.051235727563
2019-01-01,NFLX,sell,206.1281225343078,26.766000747680664,26.763829594957375,5516.777946236707
2019-01-01,ALSN,sell,6.0,39.22290802001953,39.200921821382394,235.20553092829437
2019-01-01,TTD,sell,7.0,11.605999946594238,11.176387092446733,78.23470964712713
2019-01-01,TGTX,buy,51.0,4.099999904632568,5.085699250171599,259.37066175875157
2019-01-01,ATO,buy,51.0,78.29644012451172,78.48391788013797,4002.679811887036
2019-01-01,CMS,buy,100.0,40.37363815307617,41.22189667050492,4122.189667050492
2019-01-01,NEM,buy,123.0,27.93328857421875,28.15346755464224,3462.8765092209956
2019-01-01,ED,buy,68.0,59.386497497558594,59.43714659164712,4041.725968232004
2019-01-01,NEE,buy,109.0,36.58200454711914,36.7448636933862,4005.1901425790957
2019-01-01,AEM,buy,89.0,34.72127151489258,34.98926410643405,3114.0445054726306
2019-01-01,HRL,buy,116.0,34.93726348876953,35.732756142326416,4144.999712509864
2019-01-01,XEL,buy,101.0,39.8779411315918,40.57709916293567,4098.287015456503
2019-01-01,SO,buy,124.0,33.31735610961914,33.486693803003526,4152.350031572437
2019-01-01,MO,buy,146.0,28.672853469848633,29.028446522453425,4238.1531922782
2019-01-01,HSY,buy,43.0,91.0906753540039,92.0892358287322,3959.8371406354845
2019-01-01,SJM,buy,57.0,74.48272705078125,74.58637403153077,4251.4233197972535
2019-02-01,ATO,sell,27.0,82.09642791748047,81.3874131842394,2197.4601559744638
2019-02-01,CMS,sell,53.0,42.42153549194336,42.11828902479501,2232.2693183141355
2019-02-01,NEM,sell,58.0,27.280292510986328,26.90389384251009,1560.4258428655853
2019-02-01,ED,sell,30.0,59.55738067626953,59.23175908481397,1776.952772544419
2019-02-01,NEE,sell,53.0,37.42383575439453,36.92765116613438,1957.1655118051222
2019-02-01,AEM,sell,64.0,37.18785095214844,36.27547081421848,2321.6301321099827
2019-02-01,HRL,sell,49.0,34.54838180541992,34.536396279113106,1692.2834176765423
2019-02-01,XEL,sell,54.0,42.20084762573242,41.219206577800904,2225.8371552012486
2019-02-01,SO,sell,72.0,36.78410720825195,36.52109523113623,2629.5188566418083
2019-02-01,MO,sell,61.0,28.562551498413086,27.613391286745113,1684.4168684914519
2019-02-01,HSY,sell,18.0,89.05094909667969,88.71236537694061,1596.822576784931
2019-02-01,SJM,sell,33.0,82.72052764892578,82.12719029411349,2710.197279705745
2019-02-01,NVDA,buy,1006.0,3.5881459712982178,4.259109025677516,4284.663679831581
2019-02-01,LRCX,buy,188.0,15.756132125854492,16.626132927276796,3125.7129903280374
2019-02-01,MU,buy,75.0,38.63758850097656,38.804095677569464,2910.30717581771
2019-02-01,ADBE,buy,13.0,247.3800048828125,248.05070662412905,3224.6591861136776
2019-02-01,MSFT,buy,37.0,96.16576385498047,96.39512095447868,3566.6194753157115
2019-02-01,GOOG,buy,56.0,55.12405776977539,55.217482311235656,3092.179009429197
2019-02-01,META,buy,15.0,164.56048583984375,165.1376213759161,2477.0643206387413
2019-02-01,NFLX,buy,73.0,33.98500061035156,34.82897424757699,2542.51512007312
2019-02-01,BX,buy,9.537385405972659,26.450321197509766,26.560713917320864,253.31976528727088
2019-02-01,TTD,buy,1.8591197660093315e-15,14.526000022888184,15.287723765861651,2.842170943040401e-14
2019-03-01,ATO,sell,81.0,83.95973205566406,83.47684871907846,6761.624746245356
2019-03-01,CMS,sell,157.0,44.322227478027344,43.790720200029625,6875.143071404651
2019-03-01,NEM,sell,245.0,27.264169692993164,26.931942673527946,6598.325955014347
2019-03-01,ED,sell,112.0,64.80935668945312,64.79118997431893,7256.61327712372
2019-03-01,NEE,sell,178.0,39.73759460449219,38.869336493250394,6918.74189579857
2019-03-01,AEM,sell,180.0,36.40970993041992,36.1252992599225,6502.55386678605
2019-03-01,HRL,sell,193.0,35.69176483154297,35.020352141267615,6758.927963264649
2019-03-01,XEL,sell,158.0,44.45092010498047,44.103165523732805,6968.300152749784
2019-03-01,SO,sell,182.0,38.38249969482422,37.44025634944311,6814.126655598646
2019-03-01,MO,sell,234.0,30.62346076965332,29.77515957672183,6967.387340952908
2019-03-01,HSY,sell,75.0,96.00888061523438,95.26517915737999,7144.8884368035
2019-03-01,SJM,sell,80.0,84.68115234375,83.74656589289776,6699.725271431821
2019-03-01,BX,buy,99.46261459402734,26.538497924804688,26.853935438694748,2670.9626308717884
2019-03-01,TTD,buy,175.0,19.511999130249023,19.791002531775504,3463.4254430607134
2019-03-01,ALSN,buy,68.0,43.84833908081055,43.98031237952502,2990.661241807701
2019-03-01,TGTX,buy,830.0,7.210000038146973,7.705175313481854,6395.295510189939
2019-04-01,NVDA,buy,2362.0,4.523744106292725,4.6477791112233335,10978.054260709514
