date,cash,positions_value,total_value
2016-04-12,3805.8268342718548,93063.87292480469,96869.69975907654
2016-04-13,3805.8268342718548,94380.94439697266,98186.77123124451
2016-04-14,3805.8268342718548,94172.80638504028,97978.63321931213
2016-04-15,3805.8268342718548,94963.78735923767,98769.61419350952
2016-04-18,3805.8268342718548,95483.02241325378,99288.84924752564
2016-04-19,3805.8268342718548,94971.14133453369,98776.96816880554
2016-04-20,3805.8268342718548,93938.66049957275,97744.4873338446
2016-04-21,3805.8268342718548,93121.95780181885,96927.7846360907
2016-04-22,3805.8268342718548,93101.06474494934,96906.89157922119
2016-04-25,3805.8268342718548,93808.43200683594,97614.25884110779
2016-04-26,3805.8268342718548,94045.17637634277,97851.00321061462
2016-04-27,3805.8268342718548,93706.5515499115,97512.37838418335
2016-04-28,3805.8268342718548,93633.87272262573,97439.69955689758
2016-04-29,3805.8268342718548,92292.21429634094,96098.0411306128
2016-05-02,3805.8268342718548,93161.43318939209,96967.26002366394
2016-05-03,3805.8268342718548,92491.32712364197,96297.15395791382
2016-05-04,3805.8268342718548,92593.77980613708,96399.60664040894
2016-05-05,3805.8268342718548,89549.41343307495,93355.2402673468
2016-05-06,3805.8268342718548,89895.19799613953,93701.02483041138
2016-05-09,3805.8268342718548,90114.1228351593,93919.94966943115
2016-05-10,3805.8268342718548,90191.79724502563,93997.62407929749
2016-05-11,3805.8268342718548,88889.73882865906,92695.56566293091
2016-05-12,3805.8268342718548,88671.41872024536,92477.24555451721
2016-05-13,3805.8268342718548,87759.62707138062,91565.45390565247
2016-05-16,3805.8268342718548,88016.28441810608,91822.11125237793
2016-05-17,3805.8268342718548,86929.42310523987,90735.24993951172
2016-05-18,3805.8268342718548,85564.8054485321,89370.63228280396
2016-05-19,3805.8268342718548,86507.64057159424,90313.46740586609
2016-05-20,3805.8268342718548,88095.04863739014,91900.87547166199
2016-05-23,3805.8268342718548,87544.88514518738,91350.71197945923
2016-05-24,3805.8268342718548,88501.56091690063,92307.38775117249
2016-05-25,3805.8268342718548,88926.3636264801,92732.19046075195
2016-05-26,3805.8268342718548,89204.33766365051,93010.16449792236
2016-05-27,3805.8268342718548,89984.92782974243,93790.75466401428
2016-05-30,3805.8268342718548,89984.92782974243,93790.75466401428
2016-05-31,3805.8268342718548,90531.94293022156,94337.76976449341
2016-06-01,3805.8268342718548,90389.46576690674,94195.29260117859
2016-06-02,3805.8268342718548,92025.0022983551,95830.82913262695
2016-06-03,3805.8268342718548,91202.96693229675,95008.7937665686
2016-06-06,3805.8268342718548,91214.04790306091,95019.87473733276
2016-06-07,3805.8268342718548,91217.279504776,95023.10633904785
2016-06-08,3805.8268342718548,91645.35553359985,95451.1823678717
2016-06-09,3805.8268342718548,91167.02026367188,94972.84709794373
2016-06-10,3805.8268342718548,90188.07389259338,93993.90072686523
2016-06-13,3805.8268342718548,89277.03303527832,93082.85986955017
2016-06-14,3805.8268342718548,89384.49433708191,93190.32117135376
2016-06-15,3805.8268342718548,90004.41052818298,93810.23736245483
2016-06-16,3805.8268342718548,89919.03359222412,93724.86042649597
2016-06-17,3805.8268342718548,89829.86481285095,93635.6916471228
2016-06-20,3805.8268342718548,90439.17000579834,94244.99684007019
2016-06-21,3805.8268342718548,90648.3388004303,94454.16563470215
2016-06-22,3805.8268342718548,91107.65829658508,94913.48513085693
2016-06-23,3805.8268342718548,92085.37021827698,95891.19705254883
2016-06-24,3805.8268342718548,89523.46032524109,93329.28715951294
2016-06-27,7831.918070462581,82229.52165603638,90061.43972649895
2016-06-28,7831.918070462581,82823.4486618042,90655.36673226678
2016-06-29,7831.918070462581,84423.44895935059,92255.36702981316
2016-06-30,7831.918070462581,85441.96240234375,93273.88047280633
2016-07-01,7831.918070462581,85705.69483184814,93537.61290231072
2016-07-04,7831.918070462581,85705.69483184814,93537.61290231072
2016-07-05,7831.918070462581,84792.98893737793,92624.9070078405
2016-07-06,7831.918070462581,86070.70958328247,93902.62765374505
2016-07-07,7831.918070462581,86075.30223846436,93907.22030892693
2016-07-08,7831.918070462581,87312.15621185303,95144.0742823156
2016-07-11,7831.918070462581,87817.57159805298,95649.48966851555
2016-07-12,7831.918070462581,88613.72756576538,96445.64563622796
2016-07-13,7831.918070462581,88507.43607330322,96339.3541437658
2016-07-14,7831.918070462581,88135.45655822754,95967.37462869012
2016-07-15,7831.918070462581,87886.28122329712,95718.1992937597
2016-07-18,7831.918070462581,88491.3497543335,96323.26782479607
2016-07-19,7831.918070462581,88340.09348297119,96172.01155343377
2016-07-20,7831.918070462581,88756.07484054565,96587.99291100823
2016-07-21,7831.918070462581,88297.66942596436,96129.58749642693
2016-07-22,7831.918070462581,89119.29685974121,96951.21493020379
2016-07-25,7831.918070462581,90406.45783233643,98238.375902799
2016-07-26,7831.918070462581,88966.1523513794,96798.07042184197
2016-07-27,7831.918070462581,88230.72021865845,96062.63828912102
2016-07-28,7831.918070462581,87996.42790222168,95828.34597268426
2016-07-29,7831.918070462581,87731.17373657227,95563.09180703484
2016-08-01,7831.918070462581,88094.13618850708,95926.05425896966
2016-08-02,7831.918070462581,86056.9057006836,93888.82377114617
2016-08-03,7831.918070462581,86244.01605987549,94075.93413033806
2016-08-04,7831.918070462581,86444.25756454468,94276.17563500725
2016-08-05,7831.918070462581,87981.72393035889,95813.64200082146
2016-08-08,7831.918070462581,87274.86195373535,95106.78002419793
2016-08-09,7831.918070462581,86361.00909805298,94192.92716851555
2016-08-10,7831.918070462581,86731.64334106445,94563.56141152703
2016-08-11,7831.918070462581,87687.19279098511,95519.11086144768
2016-08-12,7831.918070462581,87777.62071990967,95609.53879037224
2016-08-15,7831.918070462581,88498.5060081482,96330.42407861077
2016-08-16,7831.918070462581,88004.24494171143,95836.163012174
2016-08-17,7831.918070462581,88353.94375228882,96185.8618227514
2016-08-18,7831.918070462581,90285.73612976074,98117.65420022332
2016-08-19,7831.918070462581,90039.73948287964,97871.65755334221
2016-08-22,7831.918070462581,90054.4676437378,97886.38571420037
2016-08-23,7831.918070462581,89892.49073028564,97724.40880074822
2016-08-24,7831.918070462581,89690.30809783936,97522.22616830193
2016-08-25,7831.918070462581,88952.21200561523,96784.13007607781
2016-08-26,7831.918070462581,88555.58694839478,96387.50501885735
2016-08-29,7831.918070462581,88863.70930862427,96695.62737908684
2016-08-30,7831.918070462581,88840.07378768921,96671.99185815178
2016-08-31,7831.918070462581,88542.37813949585,96374.29620995843
2016-09-01,7831.918070462581,88380.45181655884,96212.36988702141
2016-09-02,7831.918070462581,88331.4589920044,96163.37706246697
2016-09-05,7831.918070462581,88331.4589920044,96163.37706246697
2016-09-06,7831.918070462581,87622.69100570679,95454.60907616936
2016-09-07,7831.918070462581,89156.11653137207,96988.03460183465
2016-09-08,7831.918070462581,88533.24866485596,96365.16673531853
2016-09-09,7831.918070462581,86242.3126335144,94074.23070397698
2016-09-12,7831.918070462581,88063.7324180603,95895.65048852288
2016-09-13,7831.918070462581,86804.64085006714,94636.55892052971
2016-09-14,7831.918070462581,86487.70594024658,94319.62401070916
2016-09-15,7831.918070462581,87246.68684387207,95078.60491433465
2016-09-16,7831.918070462581,87356.7904663086,95188.70853677117
2016-09-19,7831.918070462581,87268.81144714355,95100.72951760613
2016-09-20,7831.918070462581,86809.79852294922,94641.7165934118
2016-09-21,7831.918070462581,87625.33284759521,95457.25091805779
2016-09-22,7831.918070462581,88659.1908416748,96491.10891213738
2016-09-23,7831.918070462581,88862.5361251831,96694.45419564568
2016-09-26,9253.66521811086,85924.69652557373,95178.3617436846
2016-09-27,9253.66521811086,86197.56003856659,95451.22525667746
2016-09-28,9253.66521811086,85692.35966205597,94946.02488016683
2016-09-29,9253.66521811086,84508.24526977539,93761.91048788626
2016-09-30,9253.66521811086,85736.74141025543,94990.4066283663
2016-10-03,9253.66521811086,85511.02129268646,94764.68651079733
2016-10-04,9253.66521811086,85112.18515968323,94365.8503777941
2016-10-05,9253.66521811086,85195.43521213531,94449.10043024618
2016-10-06,9253.66521811086,84538.00991725922,93791.67513537008
2016-10-07,9253.66521811086,83659.82722854614,92913.49244665701
2016-10-10,9253.66521811086,83556.422580719,92810.08779882986
2016-10-11,9253.66521811086,82564.06585884094,91817.73107695181
2016-10-12,9253.66521811086,83434.51377296448,92688.17899107534
2016-10-13,9253.66521811086,83121.92670440674,92375.5919225176
2016-10-14,9253.66521811086,83570.56504821777,92824.23026632864
2016-10-17,9253.66521811086,83066.15066242218,92319.81588053305
2016-10-18,9253.66521811086,82869.93195915222,92123.59717726309
2016-10-19,9253.66521811086,83166.09286594391,92419.75808405477
2016-10-20,9253.66521811086,82710.11442184448,91963.77963995535
2016-10-21,9253.66521811086,82713.9096775055,91967.57489561636
2016-10-24,9253.66521811086,83362.2819852829,92615.94720339376
2016-10-25,9253.66521811086,82918.36345672607,92172.02867483694
2016-10-26,9253.66521811086,82981.77297210693,92235.4381902178
2016-10-27,9253.66521811086,82673.16851520538,91926.83373331625
2016-10-28,9253.66521811086,83236.88127613068,92490.54649424154
2016-10-31,9253.66521811086,82645.92261791229,91899.58783602316
2016-11-01,9253.66521811086,80294.28000164032,89547.94521975119
2016-11-02,9253.66521811086,78721.4038143158,87975.06903242666
2016-11-03,9253.66521811086,78433.5454864502,87687.21070456106
2016-11-04,9253.66521811086,78116.64393901825,87370.30915712912
2016-11-07,9253.66521811086,79279.68204593658,88533.34726404745
2016-11-08,9253.66521811086,79414.40235233307,88668.06757044393
2016-11-09,9253.66521811086,80593.48485469818,89847.15007280905
2016-11-10,9253.66521811086,81694.26349449158,90947.92871260244
2016-11-11,9253.66521811086,83509.73091983795,92763.39613794882
2016-11-14,9253.66521811086,85159.2902917862,94412.95550989706
2016-11-15,9253.66521811086,85199.8015460968,94453.46676420767
2016-11-16,9253.66521811086,85278.6521396637,94532.31735777456
2016-11-17,9253.66521811086,86240.8403930664,95494.50561117727
2016-11-18,9253.66521811086,85639.14727306366,94892.81249117453
2016-11-21,9253.66521811086,85353.32270240784,94606.9879205187
2016-11-22,9253.66521811086,86706.89820671082,95960.56342482168
2016-11-23,9253.66521811086,87014.6410446167,96268.30626272756
2016-11-24,9253.66521811086,87014.6410446167,96268.30626272756
2016-11-25,9253.66521811086,87340.57650279999,96594.24172091085
2016-11-28,9253.66521811086,87193.5880947113,96447.25331282217
2016-11-29,9253.66521811086,87423.9602432251,96677.62546133596
2016-11-30,9253.66521811086,86211.39444732666,95465.05966543753
2016-12-01,9253.66521811086,87208.3193655014,96461.98458361227
2016-12-02,9253.66521811086,86776.99499511719,96030.66021322805
2016-12-05,9253.66521811086,86569.09311771393,95822.7583358248
2016-12-06,9253.66521811086,86673.95685005188,95927.62206816275
2016-12-07,9253.66521811086,88556.89143371582,97810.55665182669
2016-12-08,9253.66521811086,88778.8483800888,98032.51359819967
2016-12-09,9253.66521811086,88617.1975069046,97870.86272501547
2016-12-12,9253.66521811086,87906.93975543976,97160.60497355062
2016-12-13,9253.66521811086,87781.98436641693,97035.6495845278
2016-12-14,9253.66521811086,87504.3548669815,96758.02008509237
2016-12-15,9253.66521811086,87301.44733524323,96555.11255335409
2016-12-16,9253.66521811086,85982.3006515503,95235.96586966116
2016-12-19,9253.66521811086,85942.86406612396,95196.52928423483
2016-12-20,9253.66521811086,86536.44589328766,95790.11111139852
2016-12-21,9253.66521811086,85759.09461021423,95012.7598283251
2016-12-22,9253.66521811086,84546.49171924591,93800.15693735678
2016-12-23,9253.66521811086,84423.60504436493,93677.2702624758
2016-12-26,9157.440996279256,84214.50273895264,93371.9437352319
2016-12-27,9157.440996279256,84192.90887069702,93350.34986697628
2016-12-28,9157.440996279256,83609.2389717102,92766.67996798946
2016-12-29,9157.440996279256,83473.36121940613,92630.80221568538
2016-12-30,9157.440996279256,82993.38391494751,92150.82491122677
2017-01-02,9157.440996279256,82993.38391494751,92150.82491122677
2017-01-03,9157.440996279256,83307.38948249817,92464.83047877743
2017-01-04,9157.440996279256,84124.97050666809,93282.41150294735
2017-01-05,9157.440996279256,81432.84803581238,90590.28903209163
2017-01-06,9157.440996279256,80871.33787727356,90028.77887355282
2017-01-09,9157.440996279256,81102.19560241699,90259.63659869625
2017-01-10,9157.440996279256,80800.2108078003,89957.65180407955
2017-01-11,9157.440996279256,81177.90642356873,90335.34741984798
2017-01-12,9157.440996279256,80647.90328979492,89805.34428607418
2017-01-13,9157.440996279256,80290.93852806091,89448.37952434017
2017-01-16,9157.440996279256,80290.93852806091,89448.37952434017
2017-01-17,9157.440996279256,80568.94254684448,89726.38354312374
2017-01-18,9157.440996279256,80815.19611740112,89972.63711368038
2017-01-19,9157.440996279256,80267.20851325989,89424.64950953914
2017-01-20,9157.440996279256,80440.23135757446,89597.67235385372
2017-01-23,9157.440996279256,80303.07954406738,89460.52054034664
2017-01-24,9157.440996279256,81096.39558029175,90253.836576571
2017-01-25,9157.440996279256,81654.58350372314,90812.0245000024
2017-01-26,9157.440996279256,81480.53257369995,90637.9735699792
2017-01-27,9157.440996279256,80273.8985748291,89431.33957110836
2017-01-30,9157.440996279256,80409.3830833435,89566.82407962276
2017-01-31,9157.440996279256,81049.32160758972,90206.76260386898
2017-02-01,9157.440996279256,80481.54560279846,89638.98659907772
2017-02-02,9157.440996279256,80822.41344833374,89979.854444613
2017-02-03,9157.440996279256,81136.59487342834,90294.0358697076
2017-02-06,9157.440996279256,81038.99770736694,90196.4387036462
2017-02-07,9157.440996279256,80154.35961341858,89311.80060969784
2017-02-08,9157.440996279256,80728.31935882568,89885.76035510494
2017-02-09,9157.440996279256,81372.06566810608,90529.50666438534
2017-02-10,9157.440996279256,81361.87459754944,90519.3155938287
2017-02-13,9157.440996279256,81030.83939933777,90188.28039561702
2017-02-14,9157.440996279256,81520.57905578613,90678.02005206539
2017-02-15,9157.440996279256,82099.96490478516,91257.40590106441
2017-02-16,9157.440996279256,81735.14344024658,90892.58443652584
2017-02-17,9157.440996279256,81944.23647880554,91101.6774750848
2017-02-20,9157.440996279256,81944.23647880554,91101.6774750848
2017-02-21,9157.440996279256,82802.82242202759,91960.26341830684
2017-02-22,9157.440996279256,83150.38422966003,92307.82522593929
2017-02-23,9157.440996279256,78860.80037689209,88018.24137317135
2017-02-24,9157.440996279256,80317.71091079712,89475.15190707638
2017-02-27,9157.440996279256,81454.11931991577,90611.56031619503
2017-02-28,9157.440996279256,81095.67476463318,90253.11576091243
2017-03-01,9157.440996279256,81804.31720733643,90961.75820361568
2017-03-02,9157.440996279256,81930.45458602905,91087.89558230831
2017-03-03,9157.440996279256,80991.43500709534,90148.8760033746
2017-03-06,9157.440996279256,80421.64834403992,89579.08934031917
2017-03-07,9157.440996279256,79726.86832427979,88884.30932055904
2017-03-08,9157.440996279256,80563.2868309021,89720.72782718136
2017-03-09,9157.440996279256,80584.71543884277,89742.15643512203
2017-03-10,9157.440996279256,80514.18014907837,89671.62114535763
2017-03-13,9157.440996279256,80094.70594596863,89252.14694224788
2017-03-14,9157.440996279256,80419.7023677826,89577.14336406185
2017-03-15,9157.440996279256,80867.75323486328,90025.19423114254
2017-03-16,9157.440996279256,80378.4717502594,89535.91274653866
2017-03-17,9157.440996279256,80817.17856407166,89974.61956035091
2017-03-20,9157.440996279256,80294.67719841003,89452.11819468929
2017-03-21,9157.440996279256,79162.6123752594,88320.05337153866
2017-03-22,9157.440996279256,78797.23755455017,87954.67855082943
2017-03-23,9157.440996279256,78959.23536109924,88116.6763573785
2017-03-24,9157.440996279256,78487.39864730835,87644.8396435876
2017-03-27,8112.432144229344,78820.67264938354,86933.10479361289
2017-03-28,8112.432144229344,79394.79544448853,87507.22758871787
2017-03-29,8112.432144229344,79969.23610115051,88081.66824537986
2017-03-30,8112.432144229344,79967.86091423035,88080.29305845969
2017-03-31,8112.432144229344,79778.24189758301,87890.67404181235
2017-04-03,8112.432144229344,78749.25292015076,86861.6850643801
2017-04-04,8112.432144229344,77543.73718070984,85656.16932493918
2017-04-05,8112.432144229344,76812.55359458923,84924.98573881858
2017-04-06,8112.432144229344,79977.49956703186,88089.9317112612
2017-04-07,8112.432144229344,79946.76617622375,88059.1983204531
2017-04-10,8112.432144229344,80370.45590400696,88482.8880482363
2017-04-11,8112.432144229344,80759.91322517395,88872.3453694033
2017-04-12,8112.432144229344,80571.0698890686,88683.50203329795
2017-04-13,8112.432144229344,80020.15165138245,88132.58379561179
2017-04-14,8112.432144229344,80020.15165138245,88132.58379561179
2017-04-17,8112.432144229344,80631.05281448364,88743.48495871299
2017-04-18,8112.432144229344,80545.81756973267,88658.24971396201
2017-04-19,8112.432144229344,81234.12038612366,89346.552530353
2017-04-20,8112.432144229344,82429.69076347351,90542.12290770285
2017-04-21,8112.432144229344,82352.92068099976,90465.3528252291
2017-04-24,8112.432144229344,82674.76103019714,90787.19317442649
2017-04-25,8112.432144229344,82801.05981063843,90913.49195486777
2017-04-26,8112.432144229344,83919.74333190918,92032.17547613852
2017-04-27,8112.432144229344,84096.51467514038,92208.94681936972
2017-04-28,8112.432144229344,84102.50594520569,92214.93808943503
2017-05-01,8112.432144229344,83724.48685646057,91836.91900068992
2017-05-02,8112.432144229344,84022.55030441284,92134.98244864219
2017-05-03,8112.432144229344,84264.91537284851,92377.34751707785
2017-05-04,8112.432144229344,82014.83019638062,90127.26234060996
2017-05-05,8112.432144229344,83697.51172447205,91809.94386870139
2017-05-08,8112.432144229344,84230.1718120575,92342.60395628684
2017-05-09,8112.432144229344,83974.94973754883,92087.38188177817
2017-05-10,8112.432144229344,84112.02919769287,92224.46134192222
2017-05-11,8112.432144229344,82141.45961380005,90253.8917580294
2017-05-12,8112.432144229344,80734.32543563843,88846.75757986777
2017-05-15,8112.432144229344,81380.01455688477,89492.44670111411
2017-05-16,8112.432144229344,79285.03009796143,87397.46224219077
2017-05-17,8112.432144229344,79268.77542877197,87381.20757300132
2017-05-18,8112.432144229344,81234.35177612305,89346.78392035239
2017-05-19,8112.432144229344,81759.78907585144,89872.22122008078
2017-05-22,8112.432144229344,82625.66460227966,90738.096746509
2017-05-23,8112.432144229344,82509.65135765076,90622.0835018801
2017-05-24,8112.432144229344,82161.43863487244,90273.87077910178
2017-05-25,8112.432144229344,82690.86631202698,90803.29845625632
2017-05-26,8112.432144229344,82982.60258865356,91095.03473288291
2017-05-29,8112.432144229344,82982.60258865356,91095.03473288291
2017-05-30,8112.432144229344,83350.01760864258,91462.44975287192
2017-05-31,8112.432144229344,84045.63456916809,92158.06671339743
2017-06-01,8112.432144229344,85596.65935516357,93709.09149939292
2017-06-02,8112.432144229344,84644.73171234131,92757.16385657065
2017-06-05,8112.432144229344,84369.81092643738,92482.24307066672
2017-06-06,8112.432144229344,82530.19771194458,90642.62985617392
2017-06-07,8112.432144229344,83011.74621772766,91124.178361957
2017-06-08,8112.432144229344,82352.18775939941,90464.61990362876
2017-06-09,8112.432144229344,83945.10950088501,92057.54164511435
2017-06-12,8112.432144229344,85103.12780380249,93215.55994803183
2017-06-13,8112.432144229344,85260.12470626831,93372.55685049765
2017-06-14,8112.432144229344,84871.0440196991,92983.47616392844
2017-06-15,8112.432144229344,84383.1823425293,92495.61448675864
2017-06-16,8112.432144229344,82939.08833885193,91051.52048308127
2017-06-19,8112.432144229344,83341.32666778564,91453.75881201499
2017-06-20,8112.432144229344,82765.88698196411,90878.31912619346
2017-06-21,8112.432144229344,82249.13143348694,90361.56357771628
2017-06-22,8112.432144229344,82796.45032119751,90908.88246542685
2017-06-23,8112.432144229344,83005.21082115173,91117.64296538108
2017-06-26,8410.079959086652,82565.37370681763,90975.45366590428
2017-06-27,8410.079959086652,83388.46248054504,91798.5424396317
2017-06-28,8410.079959086652,83472.33901023865,91882.4189693253
2017-06-29,8410.079959086652,83140.86569976807,91550.94565885472
2017-06-30,8410.079959086652,82767.09255218506,91177.17251127171
2017-07-03,8410.079959086652,84079.99325561523,92490.07321470189
2017-07-04,8410.079959086652,84079.99325561523,92490.07321470189
2017-07-05,8410.079959086652,82655.06175231934,91065.14171140599
2017-07-06,8410.079959086652,77709.50690841675,86119.5868675034
2017-07-07,8410.079959086652,77034.93729400635,85445.017253093
2017-07-10,8410.079959086652,75816.05908966064,84226.1390487473
2017-07-11,8410.079959086652,75917.207529068,84327.28748815464
2017-07-12,8410.079959086652,76129.08476257324,84539.1647216599
2017-07-13,8410.079959086652,77471.55001449585,85881.6299735825
2017-07-14,8410.079959086652,78429.4491481781,86839.52910726475
2017-07-17,8410.079959086652,78320.81790924072,86730.89786832737
2017-07-18,8410.079959086652,77432.6215057373,85842.70146482396
2017-07-19,8410.079959086652,77784.57975578308,86194.65971486973
2017-07-20,8410.079959086652,78390.1422214508,86800.22218053746
2017-07-21,8410.079959086652,78355.57437515259,86765.65433423924
2017-07-24,8410.079959086652,78546.41517066956,86956.49512975621
2017-07-25,8410.079959086652,79796.92639350891,88207.00635259556
2017-07-26,8410.079959086652,79618.4294052124,88028.50936429905
2017-07-27,8410.079959086652,80743.29065513611,89153.37061422276
2017-07-28,8410.079959086652,80635.5217590332,89045.60171811985
2017-07-31,8410.079959086652,80571.77659416199,88981.85655324864
2017-08-01,8410.079959086652,80366.83041763306,88776.91037671971
2017-08-02,8410.079959086652,78524.68855285645,86934.7685119431
2017-08-03,8410.079959086652,76454.35549545288,84864.43545453953
2017-08-04,8410.079959086652,77511.31811523438,85921.39807432103
2017-08-07,8410.079959086652,77698.12645339966,86108.20641248631
2017-08-08,8410.079959086652,76823.49732971191,85233.57728879857
2017-08-09,8410.079959086652,76683.42656707764,85093.50652616429
2017-08-10,8410.079959086652,75075.61196136475,83485.6919204514
2017-08-11,8410.079959086652,74833.70666122437,83243.78662031102
2017-08-14,8410.079959086652,74738.69068336487,83148.77064245152
2017-08-15,8410.079959086652,73843.06632995605,82253.1462890427
2017-08-16,8410.079959086652,74004.14378166199,82414.22374074864
2017-08-17,8410.079959086652,72302.53938484192,80712.61934392857
2017-08-18,8410.079959086652,71197.38607025146,79607.46602933812
2017-08-21,8410.079959086652,71326.46691703796,79736.54687612462
2017-08-22,8410.079959086652,71997.39130401611,80407.47126310277
2017-08-23,8410.079959086652,71178.87591362,79588.95587270665
2017-08-24,8410.079959086652,70808.54978561401,79218.62974470067
2017-08-25,8410.079959086652,71457.0112400055,79867.09119909214
2017-08-28,8410.079959086652,70792.65285873413,79202.73281782078
2017-08-29,8410.079959086652,71095.09223747253,79505.17219655919
2017-08-30,8410.079959086652,71003.0276966095,79413.10765569615
2017-08-31,8410.079959086652,70728.01497077942,79138.09492986607
2017-09-01,8410.079959086652,71876.84589004517,80286.92584913182
2017-09-04,8410.079959086652,71876.84589004517,80286.92584913182
2017-09-05,8410.079959086652,71777.45112609863,80187.53108518528
2017-09-06,8410.079959086652,72659.90232658386,81069.98228567051
2017-09-07,8410.079959086652,72514.60916900635,80924.689128093
2017-09-08,8410.079959086652,71686.06064796448,80096.14060705113
2017-09-11,8410.079959086652,72420.54327011108,80830.62322919774
2017-09-12,8410.079959086652,73798.49363136292,82208.57359044957
2017-09-13,8410.079959086652,74834.78329849243,83244.86325757908
2017-09-14,8410.079959086652,74387.34154510498,82797.42150419163
2017-09-15,8410.079959086652,74807.04989814758,83217.12985723423
2017-09-18,8410.079959086652,74358.22685050964,82768.3068095963
2017-09-19,8410.079959086652,74111.28499221802,82521.36495130467
2017-09-20,8410.079959086652,73720.93223953247,82131.01219861912
2017-09-21,8410.079959086652,72944.66094779968,81354.74090688633
2017-09-22,8410.079959086652,74791.84543609619,83201.92539518284
2017-09-25,7585.894091375274,75714.68579006195,83300.57988143722
2017-09-26,7585.894091375274,76970.69265651703,84556.5867478923
2017-09-27,7585.894091375274,77490.28809738159,85076.18218875687
2017-09-28,7585.894091375274,77371.64588928223,84957.5399806575
2017-09-29,7585.894091375274,76333.75829792023,83919.6523892955
2017-10-02,7585.894091375274,76823.62275314331,84409.51684451858
2017-10-03,7585.894091375274,77464.20577716827,85050.09986854355
2017-10-04,7585.894091375274,76735.02694988251,84320.92104125778
2017-10-05,7585.894091375274,78005.84673786163,85591.74082923691
2017-10-06,7585.894091375274,77758.67535209656,85344.56944347183
2017-10-09,7585.894091375274,76954.44069862366,84540.33478999893
2017-10-10,7585.894091375274,78419.55809020996,86005.45218158523
2017-10-11,7585.894091375274,77997.70090675354,85583.59499812881
2017-10-12,7585.894091375274,77232.46603298187,84818.36012435715
2017-10-13,7585.894091375274,77925.54201030731,85511.43610168259
2017-10-16,7585.894091375274,77167.78244876862,84753.67654014389
2017-10-17,7585.894091375274,77506.12284755707,85092.01693893234
2017-10-18,7585.894091375274,78255.24115753174,85841.13524890701
2017-10-19,7585.894091375274,77844.51375865936,85430.40785003464
2017-10-20,7585.894091375274,79704.9878282547,87290.88191962997
2017-10-23,7585.894091375274,79782.48148155212,87368.3755729274
2017-10-24,7585.894091375274,79723.21825313568,87309.11234451096
2017-10-25,7585.894091375274,79480.67666339874,87066.57075477402
2017-10-26,7585.894091375274,79670.72423648834,87256.61832786362
2017-10-27,7585.894091375274,79403.97788143158,86989.87197280685
2017-10-30,7585.894091375274,77427.64192390442,85013.5360152797
2017-10-31,7585.894091375274,77425.31785488129,85011.21194625656
2017-11-01,7585.894091375274,78230.76096534729,85816.65505672256
2017-11-02,7585.894091375274,80372.44120025635,87958.33529163162
2017-11-03,7585.894091375274,79983.29114437103,87569.1852357463
2017-11-06,7585.894091375274,80421.40352916718,88007.29762054245
2017-11-07,7585.894091375274,79917.59714221954,87503.49123359482
2017-11-08,7585.894091375274,81201.08532238007,88786.97941375534
2017-11-09,7585.894091375274,82497.58196163177,90083.47605300705
2017-11-10,7585.894091375274,83502.727227211,91088.62131858627
2017-11-13,7585.894091375274,82904.49051475525,90490.38460613052
2017-11-14,7585.894091375274,82924.0002822876,90509.89437366287
2017-11-15,7585.894091375274,82504.33672332764,90090.23081470291
2017-11-16,7585.894091375274,85398.10758209229,92984.00167346756
2017-11-17,7585.894091375274,86655.10586452484,94240.99995590012
2017-11-20,7585.894091375274,86403.70352745056,93989.59761882584
2017-11-21,7585.894091375274,85881.94459152222,93467.83868289749
2017-11-22,7585.894091375274,85493.05412101746,93078.94821239273
2017-11-23,7585.894091375274,85493.05412101746,93078.94821239273
2017-11-24,7585.894091375274,85276.8649816513,92862.75907302658
2017-11-27,7585.894091375274,86627.23418045044,94213.12827182571
2017-11-28,7585.894091375274,88620.19128131866,96206.08537269394
2017-11-29,7585.894091375274,89445.16977596283,97031.0638673381
2017-11-30,7585.894091375274,91711.92977619171,99297.82386756699
2017-12-01,7585.894091375274,91970.7552280426,99556.64931941788
2017-12-04,7585.894091375274,93662.55891036987,101248.45300174515
2017-12-05,7585.894091375274,92435.0732088089,100020.96730018417
2017-12-06,7585.894091375274,91918.20925140381,99504.10334277908
2017-12-07,7585.894091375274,91918.72088241577,99504.61497379105
2017-12-08,7585.894091375274,93345.57947158813,100931.47356296341
2017-12-11,7585.894091375274,94134.81877708435,101720.71286845962
2017-12-12,7585.894091375274,93968.06153488159,101553.95562625687
2017-12-13,7585.894091375274,94565.66610240936,102151.56019378464
2017-12-14,7585.894091375274,94066.9451379776,101652.83922935287
2017-12-15,7585.894091375274,94200.8269481659,101786.72103954117
2017-12-18,7585.894091375274,97073.0124130249,104658.90650440018
2017-12-19,7585.894091375274,97301.16630268097,104887.06039405624
2017-12-20,7585.894091375274,97259.57607460022,104845.4701659755
2017-12-21,7585.894091375274,96925.12790870667,104511.02200008194
2017-12-22,7585.894091375274,97553.37963581085,105139.27372718613
2017-12-25,8893.873649258949,94547.89288425446,103441.76653351341
2017-12-26,8893.873649258949,95821.34289646149,104715.21654572044
2017-12-27,8893.873649258949,94573.95125579834,103467.82490505729
2017-12-28,8893.873649258949,94553.81441307068,103447.68806232963
2017-12-29,8893.873649258949,93984.92628669739,102878.79993595634
