Ticker,Sector,Total Return (%),CAGR (%),Beta,Volatility (%),Sharpe,Max Drawdown (%)
MO,Consumer Staples,279.11481910551976,11.774516869315143,0.5065934872818484,21.746673769645305,0.44947181223450927,-53.69477563628301
DUK,Utilities,180.77370284689783,9.00582971721704,0.47215249540643295,19.887384969804486,0.3522750591821985,-37.371862857339806
SO,Utilities,253.61670101278264,11.126368475286942,0.5055987205082803,20.897592952378787,0.43671864487379064,-38.434892620723375
BDX,Health Care,136.56501557765722,7.457033269604718,0.6176160166865342,22.391146405223104,0.24371388453481663,-40.059176556742884
ITW,Industrials,345.54904393207,13.292220647278018,0.9620858391373329,22.642452480759935,0.49871897299435225,-37.84737453941823
EOG,Energy,89.66595038476586,5.492000916204609,1.0640713030668734,38.37479735242897,0.09099724707689119,-77.1317270090036
SLB,Energy,-23.20318409974098,-2.1810269502307467,1.1345251840343145,38.139124859876226,-0.10962566565415197,-87.63990599990336
CL,Consumer Staples,94.1912163086422,5.699969179010611,0.4810616597897325,18.850112997487543,0.19628366044828302,-29.045853627638163
CME,Financials,525.6073341477947,16.550046185786993,0.6414445403270369,23.205556448861024,0.6270069936849603,-37.35606644306408
APD,Materials,275.50886970202754,11.685326656980589,0.9111610305625145,25.13359804114757,0.3853537659480436,-31.765688523561113
FDX,Industrials,190.3008513758573,9.310072821099613,1.074599734398812,30.985663072357543,0.2359179083574611,-65.96649480918255
NOC,Industrials,636.2982770289219,18.14684421876931,0.5802363735609845,24.2135694377557,0.666851050617588,-36.384098490119534
ICE,Financials,391.26070467569207,14.220221998078596,0.7812093398015926,22.100615997396854,0.552935809550194,-34.31747561273642
NSC,Industrials,319.43655810348827,12.722146067097096,1.0267428107194483,27.28189347768783,0.39301326632134514,-44.41884501893841
PNC,Financials,311.4482472103744,12.541244105377292,1.1286727114324386,28.18423369865077,0.37401208839259376,-49.58335783691069
MU,Technology,1833.8914519915254,28.071178117265518,1.6556174497773437,47.771140555850955,0.5457516361114462,-73.8010463552587
AON,Financials,406.5236224133612,14.512494559131085,0.7434079715179963,22.157774162689172,0.5646999769589,-38.72722497375068
USB,Financials,116.48923559877088,6.66400385295316,1.0945807936201848,28.565000732775264,0.16327686796106808,-52.13488862517121
WM,Industrials,583.9056863167527,17.42064547266031,0.5809792521692585,18.65863986982238,0.8264613916259217,-30.066600647832303
ORLY,Consumer Discretionary,1017.9581292533833,22.340853693983355,0.7101317707926349,25.621571068099,0.7938956451936477,-42.00360004693225
GD,Industrials,360.6035742662957,13.607114366416528,0.7940706294012141,21.850342055562336,0.5312097328683127,-51.630498312967546
EMR,Industrials,216.30300925713192,10.096109224015493,1.1239104299392115,27.311112689829464,0.2964401090487407,-50.77154163144477
COP,Energy,138.35643750894207,7.5247670117622345,1.1263228939012189,36.96507371258323,0.14945910982673238,-70.66101383667825
PSA,Real Estate,178.18710634030657,8.921595697736894,0.5811325793081235,22.342513575622814,0.30979485250436734,-37.92855211357116
TGT,Consumer Discretionary,168.1492013645593,8.587758503966825,0.8224119096274098,31.38011165089293,0.20993419581346098,-64.39826238696848
